11,NaN,NaN,NaN,527.3,0,0,0,980,13.7,0,0.036246,114.54,22.599,2,0
12,NaN,NaN,NaN,533.2,0,0,0,3967.4,-582.4,0,0.033057,114.6,22.764,2,0
14,NaN,NaN,NaN,531.2,0,0,0,214,-308.4,0,0.12973,115.55,22.778,2,1
18,NaN,NaN,NaN,533.1,0,0,0,843.6,-20.4,0,0.069002,116.14,24.442,2,0
19,NaN,NaN,NaN,531.7,0,492.2,35.4,70,0,0,0.099061,114.81,23.861,2,1
20,NaN,NaN,NaN,532,0,0,0,1607.6,-248.2,0,0.034487,114.59,23.481,2,0
21,NaN,NaN,NaN,531.9,0,0,0,1353.3,-137,0,0.048955,113.93,23.768,2,0
42,NaN,NaN,NaN,533.8,0,3250.8,-128.2,0,0,0,0.16609,114.09,22.67,1,0
43,NaN,NaN,NaN,532,0,1464.6,-61.3,0,0,0,0.23459,114.21,22.591,1,0
47,NaN,NaN,NaN,530,0,1357.8,97.4,0,0,0,0.047129,113.89,23.065,1,0
48,NaN,NaN,NaN,530,0,2033.6,219,0,0,0,0.097838,114.06,23.029,1,0
49,NaN,NaN,NaN,533.8,0,1863.4,51.7,0,0,0,0.15044,114.14,22.921,1,0
50,NaN,NaN,NaN,534.4,0,1399.1,-277.7,0,0,0,0.20335,114.31,22.785,1,0
51,NaN,NaN,NaN,533.3,0,1677,-84.9,0,0,0,0.048965,114.69,23.086,1,0
53,NaN,NaN,NaN,532.6,0,808,75.2,0,0,0,0.068554,115.4,23.23,1,0
58,NaN,NaN,NaN,532.7,0,62.9,-24.5,0,0,0,0.20195,115.71,24.277,1,0
59,NaN,NaN,NaN,531.6,0,1016,286.6,0,0,0,0.11198,114.36,23.503,1,0
60,NaN,NaN,NaN,532.8,0,418.2,19.3,0,0,0,0.33351,114.46,23.302,1,0
66,NaN,NaN,NaN,530.3,0,652.6,-178.2,0,0,0,0.1434,113.67,23.402,1,0
75,NaN,NaN,NaN,532,0,0,0,2698.8,31,0,0.030144,114.37,23.653,2,0
76,NaN,NaN,NaN,529.9,0,0,0,3859.5,-344.6,0,0.083743,113.89,23.445,2,0
