40,31,NaN,71,NaN,0.00066,0.00592,0.26789,4,52.815,1.3115,112.76,22.864,3143
36,29,NaN,72,NaN,0.00012,0.00255,0.13125,3,66.257,0.7899,112.38,22.896,3990
