3,NaN,NaN,NaN,528.8,0,0,0,2376,287.4,0,0.0046229,111.67,21.551,2,1
4,NaN,NaN,NaN,529.4,0,0,0,3005.4,-417.6,0,0.012904,112.34,21.788,2,0
27,NaN,NaN,NaN,531.3,0,1761.9,-138.1,0,0,0,0.13651,111.83,22.197,1,0
28,NaN,NaN,NaN,530.5,0,0,0,0,0,0,0.037164,111.82,21.852,1,0
30,NaN,NaN,NaN,530.5,0,979.5,3.9,0,0,0,0.081105,112.5,22.362,1,0
32,NaN,NaN,NaN,529.9,0,4.2,170.6,0,0,0,0.14562,112.72,22.34,1,0
