15,NaN,NaN,NaN,532.3,0,0,0,1907,-171.4,0,0.073271,116.47,23.079,2,1
16,NaN,NaN,NaN,531,0,0,0,1508,-204,0,0.12322,116.54,23.295,2,1
17,NaN,NaN,NaN,528.9,0,0,0,1907,-181.4,0,0.05131,116.84,23.797,2,1
54,NaN,NaN,NaN,532.5,0,1229.1,91,0,0,0,0.079393,116.21,23.467,1,0
55,NaN,NaN,NaN,531.5,0,571.1,-12.3,0,0,0,0.07293,116.55,23.388,1,0
56,NaN,NaN,NaN,531.3,0,1130.7,97.3,0,0,0,0.039065,116.64,23.589,1,0
57,NaN,NaN,NaN,529.5,0,733.5,97.2,0,0,0,0.095545,116.7,23.883,1,0
